SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed and Household composition - 4 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person",,,,"Two people",,,,"Three people",,,,"Four people",,,,"Five or more people",,,,
"Household composition - 4 groups, collapsed","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types",
"Data Zone (2022)",
"S01013664",286,0,0,0,0,90,16,9,0,20,7,7,0,16,0,1,0,6,2,2,
"S01013665",149,0,0,0,0,35,34,16,0,19,21,11,0,42,9,2,0,23,1,6,
"S01013666",130,0,0,0,0,47,40,3,0,29,29,7,0,36,7,6,0,23,1,6,
"S01013667",241,0,0,0,0,60,15,19,0,11,11,4,0,12,2,3,0,3,2,1,
"S01013668",200,0,0,0,0,58,26,9,0,25,5,1,0,9,0,4,0,1,0,0,
"S01013669",127,0,0,0,0,58,27,8,0,19,8,1,0,11,0,1,0,1,0,2,
"S01013670",188,0,0,0,0,87,50,10,0,29,6,2,0,25,1,1,0,2,2,0,
"S01013671",269,0,0,0,0,123,18,6,0,34,6,0,0,24,4,4,0,11,0,1,
"S01013672",219,0,0,0,0,130,13,34,0,47,1,20,0,38,1,7,0,18,4,2,
"S01013673",139,0,0,0,0,54,18,11,0,34,6,6,0,12,2,6,0,8,1,0,
"S01013674",152,0,0,0,0,89,12,15,0,31,1,6,0,13,2,0,0,10,0,3,
"S01013675",143,0,0,0,0,114,13,6,0,19,2,8,0,17,0,7,0,9,1,6,
"S01013676",274,0,0,0,0,111,37,10,0,41,17,4,0,21,6,4,0,13,0,3,
"S01013677",311,0,0,0,0,83,43,12,0,31,13,2,0,26,2,0,0,6,0,1,
"S01013678",120,0,0,0,0,78,20,8,0,30,6,5,0,33,0,4,0,9,0,4,
"S01013679",163,0,0,0,0,65,29,6,0,32,16,3,0,28,1,5,0,16,0,0,
"S01013680",176,0,0,0,0,83,48,10,0,36,11,0,0,20,1,3,0,14,1,1,
"S01013681",248,0,0,0,0,63,23,7,0,14,9,10,0,14,0,0,0,4,1,3,
