SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household composition - 4 groups, collapsed and Number of cars or vans - 3 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household composition - 4 groups, collapsed","One person household",,,"One family household: Couple family",,,"One family household: Lone parent",,,"Other household types",,,"Total",,,
"Number of cars or vans - 3 groups, collapsed","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two or more cars or vans",
"Data Zone (2022)",
"S01013711",49,44,3,28,83,61,30,21,2,1,6,5,109,154,71,
"S01013712",97,52,0,40,77,45,49,39,10,9,11,13,192,179,65,
"S01013713",20,31,4,12,64,54,27,31,8,5,11,2,64,135,71,
"S01013714",72,45,3,11,53,36,10,15,4,4,4,5,101,117,47,
"S01013715",8,39,3,0,44,195,1,10,8,0,3,7,11,99,215,
"S01013716",19,53,5,5,55,99,0,4,1,0,2,1,24,113,106,
"S01013717",4,68,0,9,67,208,2,20,8,1,4,5,16,159,222,
"S01013718",15,51,6,10,78,145,3,12,4,0,3,4,28,142,159,
"S01013719",5,22,2,1,22,106,0,6,4,1,1,3,8,51,115,
"S01013720",19,97,10,5,48,130,24,26,4,0,1,4,40,174,148,
"S01013721",7,59,10,3,33,78,1,3,2,0,1,3,11,95,92,
"S01013722",12,67,10,1,73,177,4,5,0,0,0,6,15,144,192,
"S01013723",15,54,1,6,71,121,8,31,5,0,2,3,30,158,129,
"S01013724",51,187,12,29,89,97,9,26,2,2,2,13,94,304,124,
"S01013725",57,110,8,14,71,38,14,18,0,3,4,1,88,203,50,
"S01013726",35,82,7,4,79,120,4,13,2,0,6,7,43,180,137,
"S01013727",38,133,7,13,108,93,13,19,7,1,6,14,65,266,121,
"S01013728",57,72,4,4,81,71,8,20,6,0,6,4,69,179,84,
"S01013729",84,67,0,11,91,43,5,18,6,2,3,1,102,178,52,
"S01013730",62,42,4,10,37,44,3,19,4,1,3,2,76,101,50,
"S01013731",50,133,5,11,86,117,10,13,6,2,1,3,74,236,134,
"S01013732",39,96,6,12,45,48,9,20,9,2,3,2,62,164,62,
"S01013733",108,98,4,22,79,63,26,36,14,2,6,5,158,219,86,
"S01013734",74,56,5,14,82,102,15,23,10,1,2,3,104,163,120,
"S01013735",24,51,4,10,79,72,1,5,5,0,1,4,35,139,85,
"S01013736",14,35,2,4,55,91,5,11,0,0,4,4,22,105,97,
"S01013737",103,110,13,20,60,68,12,26,8,1,0,2,132,197,92,
"S01013738",28,76,6,6,81,126,5,20,5,2,4,5,41,181,144,
"S01013739",57,86,2,10,109,95,14,21,6,1,4,5,83,220,108,
"S01013740",33,49,4,11,68,66,8,22,9,2,4,7,55,140,86,
"S01013741",30,38,1,3,44,50,4,11,4,1,0,4,39,95,58,
"S01013742",66,70,5,13,72,65,7,16,3,1,5,6,87,163,80,
"S01013743",68,92,8,8,102,113,11,19,5,1,6,8,88,215,136,
"S01013744",37,90,4,11,95,125,2,12,6,2,4,4,55,199,142,
"S01013745",18,55,9,4,56,124,5,9,5,3,1,7,30,123,145,
"S01013746",9,85,9,2,45,109,0,12,2,4,1,3,9,143,124,
"S01013747",16,105,6,7,78,109,1,12,2,3,0,3,27,195,120,
"S01013748",32,74,5,6,85,90,1,6,6,0,0,5,37,164,106,
"S01013749",17,70,3,3,55,78,2,7,11,0,0,2,22,128,94,
"S01013750",24,82,3,6,50,67,2,7,2,1,1,5,34,140,77,
"S01013751",25,81,12,5,93,100,1,8,12,1,1,0,32,179,122,
"S01013752",9,60,7,4,60,158,1,5,3,1,3,1,14,128,172,
"S01013753",89,81,2,16,102,118,0,9,5,0,3,3,106,195,127,
"S01013754",7,80,7,6,88,131,1,8,6,1,3,4,16,176,149,
"S01013755",30,100,9,5,76,99,4,7,6,0,2,5,41,190,121,
"S01013756",32,90,3,0,57,77,0,10,5,0,5,2,33,156,88,
"S01013757",15,38,7,4,47,110,1,2,7,0,2,4,21,89,127,
"S01013758",32,53,2,3,80,93,2,15,3,1,2,0,38,151,95,
"S01013759",0,21,0,3,42,137,0,6,2,0,0,0,3,69,138,
"S01013760",36,75,3,11,104,123,7,22,3,3,3,1,57,204,132,
"S01013761",13,49,2,4,82,96,4,11,4,0,2,4,27,139,102,
"S01013762",7,21,0,0,44,71,0,1,3,0,0,2,7,66,77,
"S01013763",29,89,12,7,73,113,4,8,4,0,2,5,38,172,134,
"S01013764",18,72,3,15,87,136,2,21,7,0,0,8,32,178,155,
"S01013765",9,31,3,3,59,95,0,8,7,1,1,4,13,99,109,
"S01013766",67,136,8,14,93,102,11,21,8,0,2,6,91,252,125,
"S01013767",91,66,4,13,47,41,10,19,8,1,1,0,112,133,54,
"S01013768",15,44,0,6,89,92,3,6,3,0,1,5,24,142,97,
"S01013769",40,58,2,7,80,70,7,15,2,1,2,0,55,154,77,
"S01013770",42,57,6,14,53,44,9,14,10,5,9,1,71,129,61,
"S01013771",39,40,2,5,44,50,8,21,3,0,2,7,53,109,66,
"S01013772",36,44,4,6,73,84,4,10,5,0,3,4,45,130,97,
"S01013773",38,106,11,17,77,113,3,20,9,2,2,3,56,204,132,
"S01013774",50,51,2,6,62,56,6,11,2,0,1,5,61,128,66,
"S01013775",28,85,5,5,71,72,3,4,1,0,2,3,36,162,85,
"S01013776",7,39,3,4,50,104,1,4,2,0,3,0,12,96,109,
"S01013777",24,58,8,5,64,149,2,14,4,0,2,5,31,138,161,
"S01013778",32,49,5,10,60,104,2,5,3,2,2,4,45,119,115,
"S01013779",45,51,3,6,57,125,0,15,1,0,3,4,51,128,133,
"S01013780",12,47,6,4,58,121,2,16,5,0,0,12,18,123,143,
"S01013781",2,54,0,3,50,138,1,13,5,0,2,7,10,119,151,
"S01013782",34,66,10,6,66,91,2,11,3,0,5,0,39,141,105,
"S01013783",86,118,9,8,97,101,7,14,8,0,3,6,101,235,124,
"S01013784",17,57,22,1,42,128,0,3,9,0,0,10,19,101,167,
