LSOA_code,LSOA_name,Subjective_wellbeing_Likert_score,Subjective_wellbeing_Caseness_score,Physical_Component_Summary,Mental_Component_Summary,Household_net_income_monthly
E01004766,Bolton 005A,11.65707965,1.944690265,48.55539086,47.74969764,2915.863476
E01004767,Bolton 005B,11.28288169,1.799735625,50.01571051,48.1788037,3146.179942
E01004768,Bolton 001A,10.90055249,1.509865825,50.95024467,49.20335438,4002.201788
E01004769,Bolton 003A,10.73880597,1.500829187,50.93433665,49.02141791,3671.785635
E01004770,Bolton 003B,10.85175439,1.557017544,49.53353509,49.08418421,3443.665553
E01004771,Bolton 003C,10.72727273,1.451489687,49.80093201,49.33903743,3554.101832
E01004772,Bolton 005C,12.37003745,2.36329588,48.6970412,46.53134831,3015.78935
E01004773,Bolton 003D,11.20150862,1.78125,50.65158405,48.15158944,3305.250668
E01004774,Bolton 005D,12.00283688,2.191489362,48.58614894,46.95105674,3124.942069
E01004775,Bolton 014A,11.15575758,1.669090909,49.64061818,48.3624,3452.300217
E01004776,Bolton 031A,11.63636364,1.951790634,49.38227273,47.78335399,3282.952104
E01004777,Bolton 004A,11.82515337,2.071319018,48.76734663,47.45957822,2980.075077
E01004778,Bolton 009A,10.97977755,1.548028311,49.02408493,49.17398382,3272.831299
E01004779,Bolton 007A,11.77777778,1.966503268,49.84035948,47.17663399,3325.23159
E01004780,Bolton 009B,11.24555364,1.734939759,50.98672978,48.4432358,3500.125212
E01004781,Bolton 007B,11.11453202,1.697660099,50.64152709,48.37386084,3525.391865
E01004782,Bolton 009C,11.55995717,1.845824411,48.28810493,47.98142398,3022.70363
E01004783,Bolton 009D,10.95150502,1.513377926,49.42434783,49.33439799,3565.743629
E01004784,Bolton 006A,10.8996991,1.545636911,49.36935807,49.71092277,3729.570448
E01004785,Bolton 006B,11.57142857,1.883116883,48.55278409,48.21560065,3156.662957
E01004786,Bolton 006C,11.0354201,1.55107084,48.77420099,49.03140033,3215.805158
E01004787,Bolton 013A,13.33924255,2.871071716,47.30436745,44.33451249,2532.360133
E01004788,Bolton 002A,10.50134288,1.378692927,49.39491495,49.60519248,3809.869384
E01004789,Bolton 006D,10.80266445,1.481265612,49.92267277,49.68270608,3631.012365
E01004790,Bolton 002B,10.94717995,1.593554163,49.52563115,49.38246195,3356.721605
E01004791,Bolton 006E,10.81091618,1.515594542,48.99003899,49.60805068,3483.165611
E01004792,Bolton 006F,10.79211175,1.41906327,49.17528348,49.91566968,3619.408416
E01004793,Bolton 013B,12.79837518,2.646233383,46.49087149,45.37058346,2769.286124
E01004794,Bolton 013C,13.38250951,2.972623574,47.34030418,44.44997719,2873.828008
E01004795,Bolton 013D,12.22521808,2.267248216,47.46218081,46.87260111,2714.020527
E01004796,Bolton 019A,11.24703088,1.697545527,49.80071259,48.70436263,3207.211254
E01004797,Bolton 013E,12.34872762,2.37606032,49.30518379,46.15747408,3038.193432
E01004798,Bolton 019B,12.0848,2.1744,48.7802,46.494688,2805.126575
E01004799,Bolton 019C,11.00735294,1.569852941,48.93863051,49.49383272,3126.621583
E01004800,Bolton 019D,11.07707708,1.565565566,49.98266266,48.81486486,3624.498227
E01004801,Bolton 019E,12.90527183,2.718286656,46.81603789,45.15364909,2661.986098
E01004802,Bolton 010A,13.08800568,2.765081618,47.6746274,45.04567069,2639.124526
E01004803,Bolton 001B,10.98568019,1.550517104,50.80777247,49.143214,3663.226078
E01004804,Bolton 001C,10.8096013,1.546786005,50.22327095,49.087738,3698.01835
E01004805,Bolton 002C,10.7239819,1.454751131,50.1525641,49.14475113,3764.916717
E01004806,Bolton 002D,10.94839719,1.563721658,49.6039093,49.38752932,3627.297274
E01004807,Bolton 001D,10.98200514,1.532133676,51.46778063,48.71053985,3765.816891
E01004808,Bolton 001E,11.06376361,1.600311042,50.93811042,48.75811042,3606.514803
E01004809,Bolton 003E,11.45657895,1.9125,49.57197368,48.08267105,3061.921398
E01004810,Bolton 002E,10.92732778,1.600302801,50.84281605,48.83738077,3815.815577
E01004811,Bolton 022A,11.94801762,2.154185022,48.2146696,46.69455507,2923.342732
E01004812,Bolton 022B,11.78369272,2.105121294,49.40666442,46.82822776,3236.700353
E01004813,Bolton 022C,11.61384335,2.024590164,48.3886612,47.18563752,3033.89596
E01004814,Bolton 027A,11.89705882,2.128027682,48.98146194,46.76477509,3124.11373
E01004815,Bolton 022D,11.84055459,2.047660312,48.01925477,47.60813692,3165.580892
E01004816,Bolton 029A,11.53385214,1.929961089,48.71729961,47.47528405,3419.36226
E01004817,Bolton 022E,11.76124129,2.076630779,49.4950095,46.87363521,3020.074468
E01004818,Bolton 017A,11.74676259,2.071223022,48.4607482,46.88390647,2950.661156
E01004819,Bolton 017B,11.57651246,1.908362989,49.35452847,47.77134342,3073.877955
E01004820,Bolton 011A,12.23289902,2.413680782,47.1785342,46.88093648,2875.114905
E01004822,Bolton 016B,12.3099839,2.334138486,46.72380032,46.11884058,2937.603369
E01004823,Bolton 016C,12.67289073,2.600968188,46.06882434,45.32361687,2464.890366
E01004824,Bolton 005E,11.44660951,1.92517537,46.94654716,47.91388932,3321.666335
E01004825,Bolton 011B,11.85235435,2.026336792,46.92586592,46.65363128,2822.239089
E01004826,Bolton 011C,12.03072197,2.201228879,48.57662826,46.89271889,2989.732638
E01004827,Bolton 021A,12.14584892,2.286462229,48.34008227,46.23051608,2807.556887
E01004828,Bolton 023A,12.11283186,2.292035398,48.42474189,46.08485251,3033.642932
E01004829,Bolton 023B,11.85209302,2.081860465,47.39584186,47.57073488,3106.065111
E01004830,Bolton 026A,12.3616208,2.340214067,47.80291284,46.5437156,2726.050496
E01004831,Bolton 026B,11.20392749,1.740181269,49.86488671,48.39719033,3259.672025
E01004832,Bolton 023C,11.8612069,2.106034483,49.50986207,47.28637069,3070.828962
E01004833,Bolton 026C,11.015625,1.61484375,49.12119531,49.22842188,3386.948882
E01004834,Bolton 018A,11.45131376,1.840803709,49.88151468,47.92892581,3443.093215
E01004835,Bolton 020A,10.77544155,1.514718251,49.47005887,49.79883936,3544.696375
E01004836,Bolton 020B,10.8183981,1.569389374,49.0923632,49.51333862,3483.699624
E01004837,Bolton 020C,10.79594899,1.55663916,50.1175994,49.57130533,4040.352024
E01004838,Bolton 018B,11.75640088,2.108266277,49.2198098,47.02595465,3128.142271
E01004839,Bolton 026D,12.45574955,2.455749548,46.68016255,46.10742324,2573.537892
E01004840,Bolton 012A,11.34246575,1.764840183,49.18157534,48.46636986,3468.874824
E01004841,Bolton 012B,13.31844029,2.92282697,47.34267262,44.35992689,2571.289752
E01004842,Bolton 012C,11.00646552,1.619971264,49.3702658,49.51199713,3466.6497
E01004843,Bolton 018C,11.13854931,1.678891606,50.43322738,48.83454768,3693.574613
E01004844,Bolton 020D,10.76842889,1.451228593,50.35994788,49.76688012,4141.71183
E01004845,Bolton 018D,11.13664596,1.666666667,50.07102139,48.9794824,3651.669359
E01004846,Bolton 025A,11.77842004,2.082851638,47.9343738,47.11036609,2994.410114
E01004847,Bolton 025B,11.85209003,2.153054662,47.81626367,47.00365273,2889.880256
E01004848,Bolton 016D,12.47285714,2.543571429,47.05999286,45.60977857,2465.124219
E01004849,Bolton 021B,11.74455611,2.075376884,47.88041876,47.25522613,3050.103162
E01004850,Bolton 021C,12.34162896,2.33785822,47.73969834,45.75482655,2844.194633
E01004851,Bolton 021D,12.13925081,2.332247557,45.27899837,46.88148208,2703.351209
E01004852,Bolton 025C,11.73600668,2.104427736,47.63153718,47.70340852,3142.329237
E01004853,Bolton 021E,12.22024867,2.332149201,47.47809947,46.72105684,2995.810128
E01004854,Bolton 023D,11.63408521,1.963241437,46.36052632,47.65336675,3173.344747
E01004855,Bolton 027B,11.61740707,1.963735267,49.36063463,47.04475975,3114.258774
E01004856,Bolton 027C,12.31059246,2.338420108,47.80833034,46.56913824,2823.222739
E01004857,Bolton 027D,12.14309211,2.223684211,48.40739309,46.34064145,2970.259015
E01004858,Bolton 032A,12.0539707,2.185813416,48.06509638,46.91408635,2877.602844
E01004859,Bolton 032B,12.59907121,2.537925697,45.17298762,46.12178019,2533.601201
E01004860,Bolton 032C,12.06223359,2.129582268,48.15961637,46.88908781,2939.758859
E01004861,Bolton 033A,12.61267041,2.527666399,48.4202486,45.29618284,2824.124733
E01004862,Bolton 033B,12.82566372,2.697345133,46.88944248,45.18245133,2738.801579
E01004863,Bolton 033C,12.57226399,2.467000835,47.62654135,45.38651629,2815.626841
E01004864,Bolton 008A,11.42007722,1.831660232,49.3408417,48.24846332,3147.008114
E01004865,Bolton 011D,11.93489583,2.157118056,48.1946875,47.05677951,2816.803161
E01004866,Bolton 011E,12.53977695,2.472862454,46.33114498,45.8012119,2664.563632
E01004867,Bolton 008B,11.72727273,2.022932023,49.19503686,47.67175266,3003.425747
E01004868,Bolton 015A,11.97429907,2.12694704,49.49788941,47.01597352,3035.014882
E01004869,Bolton 015B,12.30693069,2.340876945,48.38676803,46.07833805,2656.677859
E01004870,Bolton 015C,11.66494179,1.994825356,48.62747736,47.57622251,2883.974793
E01004871,Bolton 015D,11.61682243,1.978759558,49.24425658,47.30803738,3349.874607
E01004872,Bolton 029B,12.07538091,2.197273456,49.44964715,46.44405774,3060.140045
E01004873,Bolton 029C,12.16926503,2.281365999,49.01720861,46.41112843,3154.262701
E01004874,Bolton 033D,11.92376018,2.074019245,49.53979275,46.63208734,3077.787729
E01004875,Bolton 029D,11.27068273,1.772690763,48.75246586,48.31813655,3128.589272
E01004876,Bolton 033E,12.19468391,2.252873563,48.13709052,46.36415948,2997.097716
E01004877,Bolton 025D,12.64247104,2.494208494,47.38327413,45.71398456,2582.779951
E01004878,Bolton 023E,11.36583333,1.875,48.69828333,47.5939,3109.874216
E01004879,Bolton 025E,12.068,2.144,48.8213,46.19871,3008.545959
E01004880,Bolton 029E,10.98484848,1.606060606,49.7947822,48.86349432,3452.591752
E01004881,Bolton 004B,11.83413078,2.083732057,46.72996013,47.69631579,2646.425533
E01004882,Bolton 007C,11.25358423,1.777777778,49.50764337,48.46146953,3510.354927
E01004883,Bolton 007D,11.16493195,1.651721377,50.63939151,48.55851882,3521.807163
E01004884,Bolton 007E,10.61124498,1.407228916,49.72670683,50.32053815,3817.92942
E01004885,Bolton 014B,10.66900175,1.485989492,50.44601576,49.74004378,3863.624694
E01004886,Bolton 014C,11.5687904,1.923361034,48.7588181,47.37629732,3039.247026
E01004887,Bolton 014D,11.7452007,2.041884817,48.93700698,47.51719895,3228.215429
E01004888,Bolton 004C,11.56233184,1.894170404,49.9981704,47.99469955,3171.522961
E01004889,Bolton 004D,12.08065915,2.167389419,49.09592368,46.9993235,3131.608923
E01004890,Bolton 004E,11.59798995,1.841708543,49.49351759,47.97987437,3164.827387
E01004891,Bolton 028A,11.06671839,1.6128782,48.87945694,49.01413499,3186.753196
E01004892,Bolton 030A,10.98670606,1.666174298,48.42125554,49.07188331,3526.43328
E01004893,Bolton 028B,10.860601,1.496661102,50.62967446,49.50075125,3853.341109
E01004894,Bolton 028C,11.39127604,1.852864583,50.12490234,48.20723958,3193.773891
E01004895,Bolton 031B,11.39877925,1.767039674,49.24693795,47.70028484,3258.66394
E01004896,Bolton 030B,10.60854701,1.441880342,49.25735043,50.16819658,3746.797909
E01004897,Bolton 020E,10.78929385,1.554669704,50.44882688,49.21826879,3515.935032
E01004899,Bolton 030C,11.6884058,2.008856683,49.36601449,47.57308374,3338.344288
E01004900,Bolton 030D,11.18759812,1.73155416,51.13730769,48.12795918,3495.427642
E01004901,Bolton 028E,10.75346078,1.487145682,50.89002637,49.55094265,3619.779355
E01004902,Bolton 032D,11.73157539,1.985125085,48.31091278,47.67342799,2901.746022
E01004903,Bolton 034A,10.98404702,1.603694374,51.01528128,49.05246851,3607.198929
E01004904,Bolton 034B,11.74751773,1.989361702,50.64810638,47.27146099,3448.695389
E01004905,Bolton 034C,12.02078337,2.225419664,48.65173461,46.9011191,2964.965253
E01004906,Bolton 032E,11.93023256,2.110465116,48.41177003,47.02005168,2916.046326
E01004907,Bolton 034D,12.26211672,2.34322453,49.11585559,46.73333333,2975.134964
E01004908,Bolton 034E,11.41470311,1.909519321,48.32925542,48.66201697,3120.630813
E01004909,Bolton 034F,12.02782765,2.140933573,47.81582585,47.13246858,2902.995577
E01004910,Bolton 034G,11.25584046,1.737891738,50.64134473,48.26532194,3169.331511
E01004911,Bolton 024A,12.08883648,2.238993711,47.69501572,46.67420597,2864.532955
E01004912,Bolton 024B,10.90248075,1.482463644,49.22063302,49.21210436,3271.097229
E01004913,Bolton 024C,11.61736771,1.950474898,50.20470828,47.52928765,3285.627453
E01004914,Bolton 024D,10.85139022,1.484180249,48.62980825,49.5396836,3297.373458
E01004915,Bolton 024E,11.01935484,1.533640553,49.86776037,49.0182212,3493.649385
E01004916,Bolton 024F,11.72236504,1.982005141,47.88697515,47.70278492,2886.087394
E01004917,Bolton 019F,11.76449275,2.068236715,49.45481884,47.62636473,3204.944501
E01004918,Bolton 024G,11.15976901,1.69201155,49.40526468,48.41422522,3469.599782
E01004919,Bolton 012D,11.08931553,1.574290484,49.7606177,49.2295409,3527.800006
E01004920,Bolton 012E,11.88046167,2.110469909,48.56741962,47.52120363,3090.584187
E01004921,Bolton 008C,11.20469256,1.792071197,48.99435275,48.55161812,3152.452109
E01004922,Bolton 015E,12.02626642,2.160100063,49.69197624,46.54844903,3038.479609
E01004923,Bolton 018E,11.44783905,1.868107303,50.60590909,47.84598361,3389.619439
E01004924,Bolton 008D,10.93904448,1.572487644,50.65085667,49.08977759,3970.599611
E01004925,Bolton 008E,11.09577222,1.602243313,50.11955997,48.68106126,3466.013425
E01004926,Bolton 010B,13.20591233,2.831804281,48.10173293,44.28034659,2712.481225
E01004927,Bolton 010C,12.64116676,2.500275179,47.74990644,45.25199229,2627.515347
E01004928,Bolton 017C,12.27044025,2.266846361,49.2622372,46.46185085,2870.860898
E01004929,Bolton 010D,11.99376064,2.152013613,49.15782757,47.02319342,2993.124695
E01004930,Bolton 017D,11.32142857,1.764285714,49.63062698,48.34855556,3212.369026
E01004931,Bolton 017E,12.21617647,2.322794118,47.48843382,46.62238971,2847.172813
E01004932,Bolton 017F,11.69749216,1.94984326,50.20759404,47.46345611,3032.141834
E01004933,Bolton 035A,11.15857012,1.623281393,50.67429881,48.69132906,3461.725486
E01004934,Bolton 035B,11.78910369,2.001757469,50.36078207,47.57653779,3456.580056
E01004935,Bolton 035C,11.16849315,1.631506849,50.74380822,48.28185616,3612.975095
E01004936,Bolton 031C,11.29049296,1.741197183,50.09300469,48.37241197,3211.057067
E01004937,Bolton 035D,10.86230637,1.506024096,51.80119621,48.83666093,3899.796748
E01004938,Bolton 031D,12.1708126,2.258706468,47.52764511,46.43830017,3041.5033
E01004939,Bolton 031E,11.85176282,1.967948718,48.31640224,47.41579327,3118.036945
E01004940,Bolton 035E,11.55654281,1.877221325,49.50503231,48.15698708,3484.079396
E01004941,Bury 021A,12.08655222,2.193133047,49.42992847,46.87356223,3096.050007
E01004942,Bury 021B,12.69784768,2.562086093,47.94702815,45.52915563,2805.867441
E01004943,Bury 021C,11.48614232,1.907116105,50.56129588,47.58253184,3227.58746
E01004944,Bury 021D,11.08830364,1.696359411,50.90004648,48.51,3505.025966
E01004945,Bury 017A,11.11629812,1.694512695,48.95800983,48.99012285,3474.074616
E01004946,Bury 021E,12.50537634,2.433947773,46.67418587,45.84805684,2672.189285
E01004947,Bury 009A,12.06896552,2.185550082,49.68803777,46.70553366,3064.717033
E01004948,Bury 009B,12.30069488,2.320277953,48.28969678,46.49169299,2856.40254
E01004949,Bury 010A,10.39242685,1.32616179,49.88891566,50.03797762,3577.83323
E01004950,Bury 010B,10.74538153,1.493172691,49.95387952,49.35510843,3632.223781
E01004951,Bury 010C,10.88964992,1.561643836,49.36929985,49.55865297,3583.139958
E01004952,Bury 010D,10.59282869,1.457370518,48.71639044,50.52294821,3438.012919
E01004953,Bury 010E,10.98205128,1.567521368,50.18453846,49.19618803,3480.670615
E01004954,Bury 007A,11.58833474,1.945900254,47.88595943,48.02978867,3021.494846
E01004955,Bury 007B,11.76544402,2.047297297,49.03376448,47.12141892,2947.69595
E01004956,Bury 007C,12.05362319,2.157971014,48.04076812,46.99568116,3063.114382
E01004957,Bury 007D,12.84079237,2.702861335,47.13356566,44.96534116,2683.62314
E01004958,Bury 008A,12.31707317,2.261324042,48.00724739,46.02959059,2716.107818
E01004959,Bury 008B,12.23964497,2.298076923,48.9862426,46.25318047,2833.43039
E01004960,Bury 007E,13.73377863,3.111641221,47.08012405,43.38205153,2458.230295
E01004961,Bury 005A,11.47603574,1.930950447,49.33502031,47.84523964,3306.524518
E01004962,Bury 009C,11.55221012,1.923126201,51.10216528,47.45641256,3504.854789
E01004963,Bury 006A,11.48170276,1.842419716,49.37392084,48.12733383,3305.460394
E01004964,Bury 009D,11.65651329,1.912508101,50.33117952,47.30192482,3155.277681
E01004965,Bury 005B,10.98636806,1.64556962,49.86455696,49.65205453,3723.630255
E01004966,Bury 005C,12.27659574,2.262917933,48.93822188,46.67348024,3029.086981
E01004967,Bury 005D,10.72626263,1.43030303,50.42477778,49.9890404,3768.304763
E01004968,Bury 006B,10.71220695,1.375101051,50.04267583,49.34119644,3517.955787
E01004969,Bury 022A,11.40206948,1.798226164,48.93534368,47.89550628,3091.310844
E01004970,Bury 022B,11.06218058,1.614991482,49.79963373,48.73291312,3501.775339
E01004971,Bury 022C,10.83945346,1.540563621,50.31924851,49.29540564,3544.612814
E01004972,Bury 023A,12.01846966,2.132805629,49.04709763,46.40293755,3089.778045
E01004973,Bury 023B,11.47698413,1.834126984,50.21284921,47.81342857,3303.180429
E01004974,Bury 024A,11.39494333,1.795117698,50.30040976,48.37142982,3464.852868
E01004975,Bury 023C,11.4246988,1.859186747,50.26984187,47.74294428,3134.094078
E01004976,Bury 004A,12.18612245,2.227755102,48.33432653,46.41978776,2928.413436
E01004977,Bury 004B,11.24966171,1.804465494,48.71317321,48.45876184,3082.172952
E01004978,Bury 004C,11.45419255,1.85947205,50.03038043,47.59449534,3301.819494
E01004979,Bury 008C,12.20135237,2.299023291,48.59880541,46.36012021,2929.018188
E01004980,Bury 008D,11.83517417,2.078164826,49.76317757,47.27611725,3078.061977
E01004981,Bury 004D,11.07493956,1.649476229,49.22578566,49.19556003,3282.690925
E01004982,Bury 004E,10.84779051,1.470540098,49.14346972,49.23992635,3430.8397
E01004983,Bury 020A,11.49577465,1.887323944,50.77177465,48.15051643,3475.525692
E01004984,Bury 019A,10.79236499,1.467411546,49.14845438,49.94365922,3557.588811
E01004985,Bury 019B,10.56950295,1.374894693,50.14503791,49.85464195,3912.035714
E01004986,Bury 020B,11.6954023,1.99066092,48.87913793,47.46715517,3057.745461
E01004987,Bury 020C,12.23540856,2.270428016,46.32190661,46.16708171,2563.071291
E01004988,Bury 020D,11.58765432,1.851028807,49.47141564,47.63280658,3146.898513
E01004989,Bury 019C,10.97775877,1.594525235,50.14946963,48.76569718,3809.815416
E01004990,Bury 016A,11.59164535,1.901960784,49.62040921,47.8886104,3066.451493
E01004991,Bury 015A,11.37377342,1.827832293,50.31966994,47.82286351,3183.469118
E01004992,Bury 015B,11.54336735,1.914965986,49.73205782,47.61035714,3184.377473
E01004993,Bury 015C,12.07559055,2.17007874,49.94509449,46.65833858,3265.237107
E01004994,Bury 015D,12.34208145,2.37918552,48.72422624,46.32593665,2965.353226
E01004995,Bury 018A,10.79984779,1.51065449,49.51169711,49.53200913,3388.245616
E01004996,Bury 016B,12.80597015,2.583845478,47.58548727,45.80888499,2669.953079
E01004997,Bury 014A,11.5073478,1.876137159,49.24748076,48.21407278,3423.830954
E01004998,Bury 014B,11.15725806,1.696774194,48.67215323,49.21616129,3293.936538
E01004999,Bury 014C,11.23782921,1.738228252,50.76796488,48.01992019,3528.469692
E01005000,Bury 012A,10.89855072,1.592592593,50.82626409,49.00970209,3705.121974
E01005001,Bury 012B,10.98859316,1.602661597,50.88180608,48.56969582,3829.636846
E01005002,Bury 014D,11.18283881,1.628708901,49.77782678,48.58253408,3406.346333
E01005003,Bury 014E,12.13434248,2.207190161,49.3556859,46.8766036,2957.510854
E01005004,Bury 016C,12.7625498,2.618326693,44.65804781,45.8841753,2305.070973
E01005005,Bury 012C,11.13124471,1.588484335,49.17809483,49.10500423,3324.911303
E01005006,Bury 012D,11.3150267,1.758962624,48.95506484,48.63366895,3422.651716
E01005007,Bury 019D,11.07182761,1.699122107,49.16382283,48.90671189,3168.940954
E01005008,Bury 016D,12.63375431,2.473019518,49.06938002,45.57000574,2858.906436
E01005009,Bury 016E,12.37296898,2.304283604,49.06127031,46.26767356,2902.17252
E01005010,Bury 018B,11.2570056,1.712570056,50.37633307,48.6131225,3498.896291
E01005011,Bury 019E,11.05059798,1.653173873,51.15024839,49.04127875,3685.590245
E01005012,Bury 018C,11.88700565,2.113700565,49.44663842,46.91158192,2969.820384
E01005013,Bury 018D,12.34480987,2.374614594,50.20679342,45.80732785,3157.060589
E01005014,Bury 001A,11.07113985,1.641875505,50.16485853,48.800865,3231.528627
E01005015,Bury 001B,11.70925471,1.972972973,48.58281736,47.50606061,3071.266356
E01005016,Bury 001C,11.11435331,1.598580442,51.01356467,48.67221609,3253.214685
E01005017,Bury 001D,11.29438543,1.771623672,50.48117602,48.46208649,3498.525589
E01005018,Bury 001E,11.7752988,2.019920319,49.04669323,47.92553785,3136.736152
E01005019,Bury 002A,11.00487805,1.610569106,50.26517886,48.76763415,3625.565266
E01005020,Bury 003A,10.78971534,1.384756657,51.93789715,49.32897153,4151.785582
E01005021,Bury 001F,10.72078594,1.507755946,51.13729059,49.12435367,4004.814621
E01005022,Bury 003B,11.23182862,1.765110941,51.60048202,48.19460597,3813.92837
E01005023,Bury 002B,11.19029496,1.672692674,48.5691627,48.97186489,3433.373982
E01005024,Bury 008E,11.80026543,2.086927671,48.64510949,47.36108825,2972.369038
E01005025,Bury 011A,11.57309487,1.907465008,49.17319596,47.80709176,3128.693942
E01005026,Bury 008F,11.3024735,1.853710247,49.01835336,48.17469965,3304.329568
E01005027,Bury 011B,11.71921824,2.037785016,49.80552443,46.99508143,3184.463878
E01005028,Bury 011C,12.19494585,2.276173285,48.86087244,46.29425993,2882.008699
E01005029,Bury 011D,11.25374198,1.746970777,48.69998574,48.19740556,3341.806721
E01005030,Bury 013A,12.20424195,2.30871956,47.56020424,46.44201885,2792.086226
E01005031,Bury 025A,11.82453152,2.037478705,48.80276831,47.19580068,3249.495854
E01005032,Bury 025B,11.97047619,2.103809524,46.57365714,47.44941905,2620.597351
E01005033,Bury 024B,11.23930921,1.796875,50.14453947,48.41861842,3491.047791
E01005034,Bury 022D,11.34752322,1.771671827,50.01182663,48.08641641,3450.862681
E01005035,Bury 025C,11.68658009,1.983549784,50.01877056,47.42835498,3363.61461
E01005036,Bury 024C,11.83452808,2.081839904,48.2776822,47.48830944,2683.380422
E01005037,Bury 024D,11.21719858,1.706560284,50.5927039,48.62006206,3474.844421
E01005038,Bury 025D,11.36798528,1.81048758,50.17337626,48.72381785,3538.062204
E01005039,Bury 023D,11.94770206,2.039619651,48.49923138,47.06426307,2843.576104
E01005040,Bury 026A,11.62587413,1.91958042,50.32771329,47.28816084,3471.801597
E01005041,Bury 026B,11.25020921,1.809205021,50.68394142,48.31466109,3929.573562
E01005042,Bury 026C,11.33598094,1.781572677,50.04992851,48.24280381,3605.646252
E01005043,Bury 026D,10.8558952,1.517030568,50.63573799,48.66273362,3853.807121
E01005044,Bury 026E,11.43768116,1.844444444,49.94437681,47.72418357,3616.02096
E01005045,Bury 023E,11.65699405,1.978422619,49.55807292,47.67512649,3287.814138
E01005046,Bury 002C,10.8095624,1.524311183,48.50918152,49.92119125,3597.511055
E01005047,Bury 003C,10.69413629,1.433438986,49.92447702,49.78318542,3716.370937
E01005048,Bury 002D,10.67771084,1.402861446,50.78084337,49.66483434,3981.287002
E01005049,Bury 003D,11.22597212,1.658840792,50.12889949,48.99685987,3573.668835
E01005050,Bury 006C,11.21184919,1.695990425,50.8199222,48.38149611,3512.077965
E01005051,Bury 003E,11.38871716,1.750386399,49.91278207,48.1518779,3420.459138
E01005052,Bury 006D,10.77510373,1.438174274,50.58541079,49.04990871,3554.36
E01005053,Bury 006E,11.36166667,1.778333333,49.95915,47.87675,3492.697816
E01005054,Bury 013B,11.4127378,1.839536807,50.41757651,48.02119107,3307.215388
E01005055,Bury 017B,10.90699659,1.569112628,49.67245734,48.99982082,3458.3219
E01005056,Bury 017C,10.8,1.487782805,49.17974661,49.6579457,3452.308384
E01005057,Bury 017D,11.46587302,1.888095238,50.22770635,47.92860317,3560.982863
E01005058,Bury 017E,10.77360406,1.469035533,50.30304569,49.53051777,3881.798773
E01005059,Bury 013C,11.59186638,2.007988381,49.60909223,47.2932244,3203.209554
E01005060,Bury 013D,11.07052186,1.686177715,49.48693935,48.73531735,3246.007833
E01005061,Manchester 018A,13.23966942,2.797061524,45.98370064,44.1576584,2544.031457
E01005062,Manchester 018B,11.58228588,2.09207834,52.20757089,46.82601286,3577.059325
E01005063,Manchester 018C,12.29715569,2.457335329,48.37723054,45.50244012,2706.329401
E01005065,Manchester 018D,12.91007194,2.741606715,48.31032374,44.32956835,2647.916796
E01005066,Manchester 018E,12.55856967,2.50431566,50.28353884,44.63683107,2847.82143
E01005067,Manchester 020A,13.53446809,3.009361702,47.50661277,43.90166809,2648.637684
E01005068,Manchester 051A,12.42520399,2.312783318,48.07165005,46.26461469,2857.085719
E01005069,Manchester 047A,11.23241318,1.727515583,49.89012467,48.65542297,3211.050846
E01005070,Manchester 051B,12.54695222,2.514827018,47.84945634,45.32588962,2818.638608
E01005071,Manchester 048A,12.08680851,2.18893617,48.65579574,46.77168511,2881.497276
E01005072,Manchester 048B,12.3125,2.291415663,48.51564759,46.17546687,2829.867061
E01005073,Manchester 048C,11.58171521,1.974110032,49.35334951,47.52392395,3273.555786
E01005074,Manchester 051C,12.43065068,2.419520548,48.12710616,45.85809075,2959.598652
E01005075,Manchester 051D,12.00085763,2.116638079,47.96048885,46.80504288,3007.243469
E01005076,Manchester 039A,12.09739715,2.269521411,52.82717045,45.75405542,3109.099013
E01005077,Manchester 042A,13.03177258,2.715719064,47.28636288,44.96510033,2847.932809
E01005078,Manchester 042B,11.50936037,2.037441498,51.78658346,46.84937598,3201.072443
E01005079,Manchester 042C,11.60217755,1.972361809,49.92213568,47.80558626,3372.031304
E01005081,Manchester 039C,12.77426471,2.568382353,48.095125,44.78580882,2848.880174
E01005082,Manchester 037A,12.48817204,2.431541219,48.64863082,45.80890323,3137.515959
E01005083,Manchester 039D,11.62121212,2.005928854,53.74945323,46.29155468,3169.033058
E01005084,Manchester 042D,12.16842105,2.228482972,49.79685449,46.54266254,3233.729739
E01005085,Manchester 049A,12.6200361,2.518050542,49.01464801,45.59824007,2861.408277
E01005086,Manchester 049B,12.58412698,2.48015873,47.65444444,45.7088254,2925.603103
E01005087,Manchester 050A,12.81586022,2.600806452,48.03442204,45.12783602,2889.619452
E01005088,Manchester 050B,13.45454545,2.942975207,46.48856198,43.73013223,2548.258875
E01005089,Manchester 049C,12.15285599,2.238133548,46.90665326,46.67120676,2845.024793
E01005090,Manchester 050C,13.91449511,3.180781759,46.04924267,43.39666938,2444.509884
E01005091,Manchester 050D,12.92453855,2.678610206,48.21020087,45.07517372,2744.977134
E01005092,Manchester 015A,12.7047397,2.593628594,47.20881119,45.48296814,2654.673483
E01005093,Manchester 012A,12.46254072,2.416123779,47.3393241,45.92385993,2758.053674
E01005094,Manchester 012B,12.62464455,2.395260664,47.85333649,45.479109,2696.675901
E01005097,Manchester 012C,13.26779661,2.86440678,47.43934746,44.35094068,2799.596812
E01005098,Manchester 001A,13.021827,2.644300728,46.55728375,45.30818108,2568.219088
